Country or Territory Name,City Code,City Name,SDG Sub-Region,SDG Region,Average share of green area in city/urban area 1990 (%),Average share of green area in city/ urban area 2000 (%),Average share of green area in city/ urban area 2010 (%),Average share of green area in city/ urban area 2020 (%),Green area per capita 1990 (m2/person),Green area per capita 2000 (m2/person),Green area per capita 2010 (m2/person),Green area per capita 2020 (m2/person),Data Source,FootNote
Angola,AO_SAURIMO,Saurimo,Middle Africa,Sub-Saharan Africa,11.522995978954528,5.65146938203933,1.6084181887290696,0.4241102686698541,28.325939187030542,8.143086896929683,1.6478716345187288,0.44231882192473737,"UN-Habitat Urban Indicators Database, 2687","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Argentina,AR_CLORINDA,Clorinda,South America,Latin America and the Caribbean,49.48595787362086,32.403460381143425,23.978184553660984,16.518304914744235,204.4472990629539,114.95925125919625,79.85017166355694,51.06298854426786,"UN-Habitat Urban Indicators Database, 2264","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Argentina,AR_BUENOS_AIRES,Buenos Aires,South America,Latin America and the Caribbean,31.90365655829448,31.058210485917975,20.436397235489796,15.951687183340768,64.81306675881284,56.761169468665585,33.228290424806886,24.961946698715778,"UN-Habitat Urban Indicators Database, 2271","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Argentina,AR_ROSARIO,Rosario,South America,Latin America and the Caribbean,22.57674016428889,24.129009943796028,14.367488110678828,14.526242974492057,54.411514358068516,55.35554753644086,31.45373927269116,27.96575376555352,"UN-Habitat Urban Indicators Database, 2297","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Argentina,AR_ZARATE,Zárate,South America,Latin America and the Caribbean,12.616822429906541,11.954190286502222,10.79745671824728,10.161636280067412,40.594196434408005,36.53846158291895,30.920187055356667,26.191334212059868,"UN-Habitat Urban Indicators Database, 2377","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Argentina,AR_SAN_JUAN,San Juan,South America,Latin America and the Caribbean,23.161513542102828,15.13689020135017,10.527359675606585,7.5353887064665654,79.20960551969198,44.56034493821923,28.67619851798748,19.220704911010717,"UN-Habitat Urban Indicators Database, 2446","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Argentina,AR_SANTIAGO_DEL_ESTERO,Santiago Del Estero,South America,Latin America and the Caribbean,2.726887743290627,3.6405933270469726,3.151725267217382,4.366272733945783,9.586363424639062,10.342593021469296,8.044295632777771,9.737993020036372,"UN-Habitat Urban Indicators Database, 2525","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Armenia,AM_YEREVAN,Yerevan,Western Asia,Western Asia and Northern Africa,16.70665941366675,11.991749252379545,11.228251355105218,12.26152771373109,35.45190487317559,27.69787980029821,27.271542479620987,31.663379559356773,"UN-Habitat Urban Indicators Database, 2337","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_CAIRNS,Cairns,Australia and New Zealand,Australia and New Zealand,23.510404356216434,17.558005594865886,18.02773497688752,19.010576390862717,252.65591338578312,146.6052431498251,118.5155058552491,110.86170702395447,"UN-Habitat Urban Indicators Database, 2213","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_WOLLONGONG,Wollongong,Australia and New Zealand,Australia and New Zealand,15.916730022808212,14.165099435796884,17.87143371613781,17.798407426673602,105.9735625003264,88.5082277987919,105.5564834551929,96.69418830744621,"UN-Habitat Urban Indicators Database, 2239","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_NEWCASTLE,Newcastle-Maitland,Australia and New Zealand,Australia and New Zealand,13.331333606980097,16.617725995390103,17.730731584099015,17.527601486112424,106.74705047026316,114.21142556850873,110.07047766052963,101.0286035409356,"UN-Habitat Urban Indicators Database, 2242","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_HOBART,Hobart,Australia and New Zealand,Australia and New Zealand,22.245450273064684,20.504967021569716,18.639700520200336,14.335488680376645,135.0786103544845,128.5713032927218,112.83263278303421,84.41030924249206,"UN-Habitat Urban Indicators Database, 2300","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_CENTRAL_COAST,Central Coast,Australia and New Zealand,Australia and New Zealand,10.172588520713711,10.989466572490269,13.67502994195869,14.260049749715959,101.60343572253088,80.43393739712012,85.27381463020285,77.75743672898213,"UN-Habitat Urban Indicators Database, 2304","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_CANBERRA,Canberra,Australia and New Zealand,Australia and New Zealand,15.01611550178816,14.934434191355027,12.653244440519817,12.7614169867691,129.57034934960512,110.72536664133759,85.12042845946881,78.48555821947878,"UN-Habitat Urban Indicators Database, 2327","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_MUSWELLBROOK,Muswellbrook,Australia and New Zealand,Australia and New Zealand,1.1926605504587156,9.853211009174313,10.871559633027521,12.128440366972477,13.670297170809045,98.0936596333707,94.70014262312847,100.48804168810767,"UN-Habitat Urban Indicators Database, 2341","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_SYDNEY,Sydney,Australia and New Zealand,Australia and New Zealand,9.942771499117715,8.635066627809785,10.69580505801311,10.323291391385942,43.6396214178143,36.29127694277582,40.41190916441974,32.733886050869245,"UN-Habitat Urban Indicators Database, 2376","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_DARWIN,Darwin,Australia and New Zealand,Australia and New Zealand,5.822523811721994,6.330302051116353,6.547261844312126,7.55820215728817,56.14714180034227,56.10236706569817,51.4239953732983,51.75315969369908,"UN-Habitat Urban Indicators Database, 2445","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_BUNBURY,Bunbury,Australia and New Zealand,Australia and New Zealand,4.9925325368039255,5.718369959462343,6.4941327074888,7.396628973757201,51.777819423329376,52.53640262033928,56.78572370150364,62.32154140331519,"UN-Habitat Urban Indicators Database, 2450","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Australia,AU_ADELAIDE,Adelaide,Australia and New Zealand,Australia and New Zealand,2.337809768301614,2.730507362569454,3.142533573262263,3.387135852950065,15.39530355711189,17.44863878391447,18.559023308079496,18.387797655166086,"UN-Habitat Urban Indicators Database, 2560","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
Austria,AT_WIEN,Wien (Vienna),Western Europe,Northern America and Europe,30.29616255481764,29.251786571046186,26.296263562367955,30.7431209649588,75.30991348572701,71.38880851746042,58.71743408341204,60.439213532763866,"UN-Habitat Urban Indicators Database, 2084","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
